cod_dep,depto,codigo,codigo_canonico,municipio,region_id,region_nombre,estado_dominio,proporcion_region_id,regla_id,tipo_decision,criterio_operativo,decision_manual_codificada,origen_decision,estado_evidencia,revision_ecologica,fuente_universo,fuente_intervalo,version_metodo
6,Santa Rosa,605,0605,San Rafael Las Flores,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
6,Santa Rosa,606,0606,Oratorio,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
6,Santa Rosa,607,0607,San Juan Tecuaco,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
6,Santa Rosa,608,0608,Chiquimulilla,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
6,Santa Rosa,609,0609,Taxisco,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
6,Santa Rosa,610,0610,Santa María Ixhuatán,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
6,Santa Rosa,611,0611,Guazacapán,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
6,Santa Rosa,612,0612,Santa Cruz Naranjo,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
6,Santa Rosa,613,0613,Pueblo Nuevo Viñas,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
6,Santa Rosa,614,0614,Nueva Santa Rosa,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,,,Lago de Atitlán,UNIDAD-NO-MUN,Unidad no municipal,unidad_no_municipal,,R-NOMUN-01,unidad_no_municipal,Registro sin código municipal,no_aplica,atributo_directo_de_la_fuente,verificada_en_fuente_inab,no_aplica,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,701,0701,Sololá,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,702,0702,San José Chacayá,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,703,0703,Santa María Visitación,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,704,0704,Santa Lucía Utatlán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,705,0705,Nahualá,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,706,0706,Santa Catarina Ixtahuacán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,707,0707,Santa Clara La Laguna,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,708,0708,Concepción,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,709,0709,San Andrés Semetabaj,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,710,0710,Panajachel,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,711,0711,Santa Catarina Palopó,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,712,0712,San Antonio Palopó,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,713,0713,San Lucas Tolimán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,714,0714,Santa Cruz La Laguna,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,715,0715,San Pablo La Laguna,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,716,0716,San Marcos La Laguna,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,717,0717,San Juan La Laguna,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,718,0718,San Pedro La Laguna,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
7,Sololá,719,0719,Santiago Atitlán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,801,0801,Totonicapán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,802,0802,San Cristóbal Totonicapán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,803,0803,San Francisco El Alto,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,804,0804,San Andrés Xecul,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,805,0805,Momostenango,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,806,0806,Santa María Chiquimula,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,807,0807,Santa Lucía La Reforma,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
8,Totonicapán,808,0808,San Bartolo Aguas Calientes,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,901,0901,Quetzaltenango,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,902,0902,Salcajá,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,903,0903,Olintepeque,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,904,0904,San Carlos Sija,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,905,0905,Sibilia,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,906,0906,Cabricán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,907,0907,Cajolá,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,908,0908,San Miguel Sigüila,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,909,0909,San Juan Ostuncalco,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,910,0910,San Mateo,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,911,0911,Concepción Chiquirichapa,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,912,0912,San Martín Sacatepéquez,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,913,0913,Almolonga,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,914,0914,Cantel,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,915,0915,Huitán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,916,0916,Zunil,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,917,0917,Colomba,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
9,Quetzaltenango,918,0918,San Francisco La Unión,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,919,0919,El Palmar,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
9,Quetzaltenango,920,0920,Coatepeque,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
9,Quetzaltenango,921,0921,Génova,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
9,Quetzaltenango,922,0922,Flores Costa Cuca,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
9,Quetzaltenango,923,0923,La Esperanza,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
9,Quetzaltenango,924,0924,Palestina de los Altos,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
10,Suchitepéquez,1001,1001,Mazatenango,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1002,1002,Cuyotenango,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1003,1003,San Francisco Zapotitlán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
10,Suchitepéquez,1004,1004,San Bernardino,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1005,1005,San José El Ídolo,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1006,1006,Santo Domingo Suchitepéquez,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1007,1007,San Lorenzo,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1008,1008,Samayac,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
10,Suchitepéquez,1009,1009,San Pablo Jocopila,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
10,Suchitepéquez,1010,1010,San Antonio Suchitepéquez,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1011,1011,San Miguel Panán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
10,Suchitepéquez,1012,1012,San Gabriel,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1013,1013,Chicacao,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
10,Suchitepéquez,1014,1014,Patulul,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
